,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
2933,14,3,0.78,0.265,0.172,0.099,0.244,0.22,0.468,0.645,0.358,0.329,0.41,0.302,35.12698412698413
2934,14,3,0.825,0.28,0.172,0.102,0.271,0.175,0.49,0.7070000000000001,0.361,0.389,0.385,0.274,37.391304347826086
2935,14,3,0.7490000000000001,0.255,0.172,0.097,0.225,0.251,0.451,0.597,0.35600000000000004,0.28600000000000003,0.43,0.315,33.825
2936,15,3,0.72,0.309,0.122,0.098,0.192,0.28,0.513,0.6459999999999999,0.458,0.377,0.404,0.355,33.625
2937,16,4,0.6559999999999999,0.305,0.136,0.059,0.16,0.344,0.513,0.67,0.446,0.205,0.378,0.344,32.351351351351354
2938,17,3,0.611,0.28300000000000003,0.094,0.083,0.156,0.389,0.436,0.617,0.35,0.28600000000000003,0.227,0.309,26.535714285714285
2939,18,3,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,,,,13.0
2940,19,3,0.627,0.35600000000000004,0.102,0.11,0.059,0.373,0.608,0.762,0.5,0.385,0.28600000000000003,0.318,17.818181818181817
2941,12,1,0.5,0.179,0.036000000000000004,0.036000000000000004,0.25,0.5,0.5710000000000001,0.4,0.0,1.0,0.7140000000000001,0.14300000000000002,15.166666666666666
2943,12,1,0.545,0.182,0.045,0.045,0.273,0.455,0.5,0.25,0.0,1.0,0.667,0.2,18.0
2946,19,2,0.331,0.25,0.04,0.024,0.016,0.669,0.6829999999999999,0.8390000000000001,0.0,0.333,0.5,0.265,15.222222222222221
2947,20,2,0.511,0.34700000000000003,0.075,0.04,0.049,0.489,0.5760000000000001,0.669,0.265,0.444,0.5,0.344,23.084745762711865
2956,19,4,0.985,0.48,0.292,0.14800000000000002,0.066,0.015,0.625,0.746,0.532,0.5,0.444,0.25,14.0
2959,20,3,0.84,0.484,0.247,0.064,0.046,0.16,0.5,0.67,0.222,0.35700000000000004,0.4,0.2,18.394736842105264
2960,4,2,0.917,0.457,0.125,0.147,0.188,0.083,0.467,0.545,0.308,0.37,0.458,0.231,25.25
2961,5,2,0.83,0.299,0.163,0.092,0.276,0.17,0.471,0.625,0.354,0.333,0.42,0.18,18.196969696969695
2962,6,4,0.965,0.438,0.154,0.117,0.256,0.035,0.536,0.66,0.45,0.35,0.459,0.267,35.48148148148148
2963,7,4,0.921,0.385,0.163,0.084,0.28800000000000003,0.079,0.555,0.685,0.5379999999999999,0.375,0.445,0.333,31.068493150684933
2964,8,4,0.937,0.342,0.156,0.099,0.339,0.063,0.488,0.624,0.465,0.266,0.425,0.317,28.146341463414632
2965,9,4,0.795,0.374,0.208,0.051,0.162,0.205,0.531,0.616,0.484,0.444,0.42,0.414,34.0
2966,9,4,0.901,0.39,0.27,0.05,0.191,0.099,0.591,0.727,0.5529999999999999,0.429,0.407,0.35700000000000004,24.454545454545453
2967,9,4,0.775,0.371,0.197,0.051,0.156,0.225,0.517,0.594,0.466,0.447,0.422,0.419,37.559322033898304
2968,10,4,0.7340000000000001,0.387,0.129,0.049,0.168,0.266,0.541,0.645,0.47,0.289,0.431,0.32,35.4390243902439
2969,11,4,0.708,0.302,0.194,0.044,0.168,0.292,0.5529999999999999,0.667,0.5,0.353,0.462,0.345,33.8780487804878
2970,12,4,0.718,0.319,0.16,0.063,0.177,0.282,0.496,0.589,0.411,0.318,0.468,0.313,24.982456140350877
2971,12,4,0.696,0.28300000000000003,0.166,0.071,0.177,0.304,0.472,0.563,0.404,0.3,0.46,0.267,27.513513513513512
2972,12,4,0.809,0.471,0.132,0.029,0.17600000000000002,0.191,0.5820000000000001,0.6559999999999999,0.444,0.5,0.5,0.615,20.3
2973,13,4,0.765,0.38,0.154,0.075,0.157,0.235,0.5870000000000001,0.762,0.451,0.4,0.385,0.385,22.786666666666665
2974,14,4,0.807,0.324,0.267,0.066,0.15,0.193,0.5489999999999999,0.6859999999999999,0.523,0.421,0.35600000000000004,0.402,24.9873417721519
2975,15,4,0.733,0.285,0.285,0.07400000000000001,0.08900000000000001,0.267,0.512,0.611,0.489,0.383,0.375,0.32,24.493827160493826
2976,16,4,0.82,0.394,0.277,0.073,0.076,0.18,0.564,0.662,0.547,0.25,0.414,0.362,18.236842105263158
2977,17,4,0.752,0.373,0.156,0.076,0.147,0.248,0.512,0.664,0.431,0.44,0.25,0.247,17.575342465753426
2978,7,2,0.418,0.271,0.068,0.01,0.068,0.5820000000000001,0.418,0.481,0.35,0.667,0.2,0.28800000000000003,18.390625
2980,9,3,0.249,0.115,0.009000000000000001,0.023,0.101,0.7509999999999999,0.463,0.64,0.0,0.2,0.364,0.313,13.507936507936508
2986,5,1,0.6759999999999999,0.225,0.095,0.091,0.265,0.324,0.4320000000000001,0.465,0.361,0.406,0.44,0.34700000000000003,29.43661971830986
2988,5,1,0.6759999999999999,0.227,0.095,0.091,0.263,0.324,0.4370000000000001,0.465,0.366,0.412,0.447,0.34700000000000003,30.955223880597014
2989,6,1,0.565,0.239,0.022,0.087,0.217,0.435,0.269,0.273,0.0,0.0,0.4,0.5,12.31578947368421
2991,8,1,0.635,0.182,0.07400000000000001,0.07400000000000001,0.304,0.365,0.468,0.537,0.409,0.455,0.444,0.333,15.522388059701493
2995,99,2,0.645,0.338,0.078,0.063,0.16699999999999998,0.355,0.483,0.622,0.222,0.31,0.39,0.433,31.16
2996,0,2,0.7709999999999999,0.228,0.15,0.145,0.249,0.229,0.444,0.664,0.305,0.304,0.408,0.409,37.84146341463415
2997,1,2,0.775,0.206,0.128,0.113,0.327,0.225,0.429,0.5760000000000001,0.282,0.33,0.428,0.374,37.4
2998,2,2,0.563,0.16699999999999998,0.0,0.063,0.333,0.438,0.259,0.25,,0.0,0.313,0.381,31.0
2999,3,2,0.542,0.292,0.042,0.042,0.16699999999999998,0.458,0.462,0.5710000000000001,0.0,1.0,0.25,0.364,14.5
3002,8,1,0.458,0.07400000000000001,0.04,0.084,0.26,0.542,0.431,0.531,0.471,0.417,0.402,0.318,20.545454545454547
3003,9,1,0.341,0.078,0.022,0.061,0.179,0.659,0.459,0.857,0.25,0.273,0.375,0.39,13.072727272727272
3007,14,5,0.996,0.52,0.273,0.11,0.093,0.004,0.496,0.619,0.29,0.52,0.381,1.0,13.633333333333333
3008,15,5,0.988,0.404,0.236,0.213,0.133,0.012,0.51,0.638,0.34700000000000003,0.569,0.309,0.16699999999999998,30.041095890410958
3009,16,5,0.965,0.387,0.197,0.157,0.223,0.035,0.54,0.71,0.395,0.462,0.434,0.3,27.073170731707318
3010,17,4,0.935,0.337,0.177,0.135,0.28600000000000003,0.065,0.511,0.6409999999999999,0.436,0.449,0.434,0.3720000000000001,32.353658536585364
3011,18,5,0.843,0.25,0.129,0.152,0.312,0.157,0.511,0.67,0.3,0.542,0.455,0.311,16.873417721518987
3012,19,5,0.851,0.279,0.103,0.172,0.297,0.149,0.53,0.695,0.41,0.462,0.455,0.339,13.56578947368421
3013,20,5,0.586,0.294,0.105,0.079,0.108,0.414,0.532,0.6729999999999999,0.333,0.407,0.4320000000000001,0.359,17.448275862068964
3014,20,5,0.5670000000000001,0.3,0.087,0.069,0.112,0.433,0.4970000000000001,0.602,0.292,0.421,0.419,0.383,16.91304347826087
3015,20,5,0.667,0.273,0.182,0.121,0.091,0.333,0.659,1.0,0.417,0.375,0.5,0.227,19.5
3016,15,1,0.615,0.219,0.154,0.112,0.13,0.385,0.375,0.459,0.269,0.316,0.409,0.185,13.382352941176471
3017,16,1,0.815,0.333,0.185,0.14800000000000002,0.13,0.185,0.409,0.611,0.1,0.375,0.429,0.1,13.25
3018,17,1,0.6659999999999999,0.295,0.156,0.132,0.08900000000000001,0.334,0.478,0.584,0.362,0.325,0.556,0.376,22.610169491525422
3019,18,1,0.483,0.233,0.122,0.084,0.045,0.517,0.452,0.574,0.324,0.371,0.316,0.326,28.825
3020,19,1,0.5529999999999999,0.281,0.185,0.064,0.023,0.447,0.528,0.648,0.399,0.453,0.316,0.335,28.147058823529413
3021,20,2,0.608,0.31,0.191,0.078,0.028,0.392,0.485,0.637,0.354,0.263,0.31,0.308,31.15625
3022,6,4,1.0,0.446,0.32,0.123,0.111,0.0,0.524,0.705,0.355,0.341,0.486,,14.942028985507246
3023,7,4,1.0,0.383,0.425,0.128,0.064,0.0,0.477,0.588,0.3720000000000001,0.471,0.529,,12.88135593220339
3024,7,4,1.0,0.373,0.41,0.157,0.06,0.0,0.53,0.774,0.353,0.385,0.6,,13.058823529411764
3025,7,4,1.0,0.388,0.4320000000000001,0.115,0.066,0.0,0.454,0.507,0.38,0.524,0.5,,12.80952380952381
3029,9,4,0.964,0.382,0.255,0.145,0.182,0.036000000000000004,0.604,0.667,0.429,0.5,0.8,0.5,14.2
3030,11,4,1.0,0.547,0.27,0.061,0.122,0.0,0.561,0.741,0.35,0.444,0.278,,13.055555555555555
3034,4,5,1.0,0.238,0.17,0.313,0.279,0.0,0.388,0.514,0.24,0.435,0.317,,13.035714285714286
3036,6,5,0.987,0.617,0.123,0.195,0.052000000000000005,0.013,0.487,0.642,0.263,0.267,0.0,0.5,18.641975308641975
3037,7,5,0.993,0.775,0.119,0.046,0.053,0.006999999999999999,0.473,0.513,0.333,0.5710000000000001,0.125,0.0,18.271604938271604
3038,8,5,1.0,0.6829999999999999,0.15,0.133,0.033,0.0,0.522,0.626,0.333,0.333,0.0,,16.39240506329114
3039,8,5,1.0,0.7829999999999999,0.14800000000000002,0.07,0.0,0.0,0.583,0.644,0.353,0.375,,,17.192307692307693
3040,8,5,1.0,0.508,0.154,0.246,0.092,0.0,0.415,0.5760000000000001,0.3,0.313,0.0,,14.851851851851851
3041,9,5,1.0,0.579,0.263,0.123,0.035,0.0,0.433,0.556,0.267,0.333,0.0,,13.813333333333333
3042,9,5,1.0,0.638,0.207,0.103,0.052000000000000005,0.0,0.379,0.486,0.25,0.16699999999999998,0.0,,13.294117647058824
3043,9,5,1.0,0.5489999999999999,0.292,0.133,0.027000000000000003,0.0,0.46,0.597,0.273,0.4,0.0,,14.24390243902439
3046,12,5,1.0,0.31,0.19,0.28600000000000003,0.214,0.0,0.35700000000000004,0.5379999999999999,0.375,0.25,0.222,,12.037037037037036
3048,97,5,0.945,0.6409999999999999,0.097,0.077,0.13,0.055,0.509,0.51,0.61,0.369,0.509,0.234,35.06172839506173
3049,98,5,0.974,0.459,0.229,0.116,0.17,0.026,0.506,0.573,0.5529999999999999,0.29,0.407,0.214,28.203125
3050,99,5,0.923,0.3720000000000001,0.266,0.084,0.201,0.077,0.488,0.614,0.426,0.404,0.375,0.256,35.22
3051,0,5,0.966,0.37,0.332,0.063,0.2,0.034,0.511,0.647,0.457,0.333,0.405,0.269,28.951219512195124
3052,1,5,0.981,0.421,0.315,0.07,0.175,0.019,0.486,0.635,0.403,0.377,0.318,0.28600000000000003,29.876543209876544
3053,2,5,0.982,0.455,0.289,0.085,0.152,0.018000000000000002,0.477,0.5710000000000001,0.425,0.328,0.376,0.231,30.25
3054,3,5,0.962,0.38,0.282,0.092,0.208,0.038,0.475,0.6829999999999999,0.335,0.28300000000000003,0.368,0.24,29.8
3055,4,5,0.981,0.401,0.254,0.094,0.231,0.019,0.476,0.631,0.329,0.302,0.442,0.154,28.604938271604937
3057,3,1,0.69,0.129,0.118,0.13699999999999998,0.306,0.31,0.422,0.629,0.313,0.35100000000000003,0.41,0.298,15.404761904761905
3058,4,2,0.6890000000000001,0.168,0.116,0.146,0.259,0.311,0.428,0.607,0.405,0.387,0.345,0.298,20.816901408450704
3059,5,2,0.6709999999999999,0.157,0.098,0.119,0.298,0.329,0.46,0.657,0.273,0.509,0.398,0.327,16.73015873015873
3060,6,2,0.7929999999999999,0.185,0.094,0.135,0.379,0.207,0.449,0.5589999999999999,0.416,0.523,0.376,0.382,25.263157894736842
3061,7,2,0.679,0.134,0.101,0.142,0.302,0.321,0.461,0.66,0.451,0.45,0.382,0.35,23.77777777777778
3062,7,2,0.6779999999999999,0.131,0.11,0.14400000000000002,0.293,0.322,0.455,0.7070000000000001,0.388,0.484,0.354,0.364,22.6
3063,7,2,0.68,0.139,0.085,0.139,0.317,0.32,0.472,0.583,0.591,0.389,0.4270000000000001,0.325,26.26923076923077
3064,8,1,0.721,0.174,0.066,0.124,0.35700000000000004,0.279,0.409,0.578,0.471,0.344,0.337,0.417,12.60377358490566
3066,8,1,0.6629999999999999,0.112,0.051,0.102,0.398,0.337,0.523,0.636,0.4,0.3,0.564,0.394,14.352941176470589
3067,9,1,0.7070000000000001,0.188,0.094,0.145,0.281,0.293,0.42,0.604,0.25,0.324,0.403,0.333,16.32
3068,99,5,1.0,0.217,0.191,0.281,0.311,0.0,0.468,0.638,0.471,0.333,0.47,,15.918367346938776
3069,0,5,0.996,0.185,0.155,0.234,0.422,0.004,0.452,0.535,0.325,0.36,0.513,0.5,16.48148148148148
3070,1,5,0.994,0.131,0.066,0.188,0.609,0.006,0.42,0.507,0.314,0.333,0.439,0.0,18.155844155844157
3071,2,5,1.0,0.257,0.123,0.299,0.321,0.0,0.417,0.479,0.261,0.464,0.383,,16.785714285714285
3072,3,5,1.0,0.17800000000000002,0.146,0.268,0.408,0.0,0.426,0.508,0.28,0.5429999999999999,0.364,,13.88
3073,4,5,1.0,0.208,0.124,0.193,0.475,0.0,0.435,0.478,0.4,0.452,0.418,,14.291666666666666
3074,4,5,1.0,0.173,0.138,0.222,0.467,0.0,0.444,0.513,0.419,0.44,0.429,,14.891304347826088
3075,4,5,1.0,0.289,0.093,0.124,0.495,0.0,0.412,0.429,0.333,0.5,0.396,,13.23076923076923
3076,5,5,0.994,0.193,0.08800000000000001,0.184,0.529,0.006,0.45,0.438,0.379,0.443,0.469,0.0,14.6875
3078,7,5,0.994,0.217,0.109,0.166,0.503,0.006,0.471,0.605,0.368,0.483,0.4320000000000001,0.0,12.464285714285714
3080,1,1,0.779,0.298,0.122,0.108,0.251,0.221,0.426,0.546,0.364,0.231,0.396,0.35,16.276315789473685
3082,3,2,0.578,0.17,0.076,0.073,0.258,0.422,0.411,0.5,0.28,0.292,0.424,0.36,17.618181818181817
3083,4,1,0.8690000000000001,0.233,0.097,0.142,0.398,0.131,0.422,0.585,0.412,0.36,0.35,0.174,19.603448275862068
3084,5,1,0.7829999999999999,0.194,0.09,0.113,0.386,0.217,0.444,0.5670000000000001,0.419,0.41,0.398,0.253,16.0
3085,6,1,0.894,0.319,0.084,0.116,0.375,0.106,0.456,0.574,0.412,0.426,0.375,0.302,22.74
3086,7,2,0.79,0.269,0.092,0.107,0.32299999999999995,0.21,0.434,0.561,0.429,0.388,0.345,0.32299999999999995,21.742424242424242
3087,8,1,0.846,0.281,0.116,0.156,0.293,0.154,0.4920000000000001,0.5710000000000001,0.49,0.591,0.363,0.338,18.52777777777778
3088,9,1,0.607,0.239,0.055,0.102,0.211,0.393,0.446,0.601,0.515,0.344,0.302,0.421,26.935064935064936
3089,10,1,0.515,0.14800000000000002,0.037000000000000005,0.111,0.219,0.485,0.419,0.583,0.417,0.333,0.35200000000000004,0.376,18.32075471698113
3090,11,1,0.5489999999999999,0.123,0.085,0.08900000000000001,0.252,0.451,0.439,0.6559999999999999,0.341,0.5,0.344,0.34600000000000003,21.9625
3091,12,2,0.503,0.141,0.067,0.061,0.233,0.4970000000000001,0.476,0.652,0.273,0.4,0.447,0.333,14.391304347826088
3097,11,5,1.0,0.879,0.121,0.0,0.0,0.0,0.525,0.563,0.25,,,,12.13953488372093
3098,15,4,0.993,0.772,0.207,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.556,0.616,0.3670000000000001,0.0,0.0,0.0,12.376811594202898
3099,18,2,0.479,0.173,0.094,0.068,0.147,0.521,0.393,0.5,0.333,0.192,0.393,0.362,17.392857142857142
3100,19,2,0.5,0.242,0.114,0.038,0.106,0.5,0.477,0.609,0.333,0.3,0.393,0.333,14.541666666666666
3102,19,2,0.469,0.2,0.103,0.04,0.126,0.531,0.5,0.5710000000000001,0.444,0.429,0.455,0.366,21.285714285714285
3103,20,2,0.535,0.35700000000000004,0.159,0.019,0.0,0.465,0.512,0.6609999999999999,0.24,0.0,,0.301,21.96551724137931
3105,19,2,0.51,0.165,0.062,0.08,0.203,0.49,0.461,0.591,0.209,0.393,0.458,0.368,27.45205479452055
3106,20,2,0.438,0.128,0.055,0.062,0.193,0.562,0.48,0.6759999999999999,0.25,0.389,0.446,0.362,17.416666666666668
3112,97,1,0.813,0.454,0.105,0.115,0.139,0.187,0.54,0.632,0.422,0.371,0.471,0.333,29.31645569620253
3113,98,1,0.911,0.41,0.138,0.134,0.229,0.08900000000000001,0.514,0.6679999999999999,0.38,0.333,0.424,0.304,21.2375
3114,99,1,0.95,0.416,0.13699999999999998,0.11,0.28800000000000003,0.05,0.462,0.615,0.433,0.417,0.27,0.0,28.066666666666666
3115,0,1,0.8220000000000001,0.322,0.111,0.078,0.311,0.17800000000000002,0.541,0.586,0.4,0.429,0.5710000000000001,0.313,15.45
3116,1,1,0.868,0.337,0.096,0.112,0.32299999999999995,0.132,0.433,0.608,0.31,0.324,0.327,0.2,18.54237288135593
3117,10,1,0.552,0.289,0.056,0.064,0.14300000000000002,0.448,0.514,0.575,0.5,0.44,0.429,0.389,19.410714285714285
3118,11,2,0.493,0.18,0.113,0.086,0.114,0.507,0.46,0.618,0.353,0.385,0.3720000000000001,0.373,24.333333333333332
3119,12,1,0.597,0.166,0.134,0.124,0.172,0.403,0.387,0.542,0.308,0.389,0.3,0.231,17.263157894736842
3120,13,1,0.536,0.225,0.139,0.092,0.079,0.464,0.424,0.562,0.385,0.302,0.243,0.38,18.154929577464788
3121,13,1,0.54,0.222,0.142,0.094,0.08199999999999999,0.46,0.411,0.526,0.42,0.303,0.207,0.377,18.632653061224488
3122,13,1,0.526,0.237,0.132,0.08800000000000001,0.07,0.474,0.467,0.667,0.267,0.3,0.375,0.389,17.09090909090909
3123,14,1,0.463,0.232,0.068,0.053,0.111,0.537,0.477,0.591,0.154,0.6,0.381,0.304,13.235294117647058
3125,14,1,0.5870000000000001,0.34600000000000003,0.087,0.048,0.106,0.413,0.475,0.556,0.222,0.6,0.364,0.279,15.185185185185185
3126,15,2,0.647,0.17600000000000002,0.157,0.13699999999999998,0.17600000000000002,0.353,0.424,1.0,0.25,0.0,0.333,0.278,14.75
3127,16,1,0.544,0.2,0.101,0.106,0.139,0.456,0.421,0.584,0.333,0.234,0.403,0.399,20.688524590163933
3128,17,1,0.6409999999999999,0.188,0.145,0.111,0.197,0.359,0.48,0.591,0.529,0.231,0.478,0.16699999999999998,16.416666666666668
3129,20,3,0.585,0.326,0.195,0.03,0.034,0.415,0.464,0.545,0.391,0.28600000000000003,0.25,0.28600000000000003,19.842105263157894
3130,11,1,0.92,0.264,0.096,0.08800000000000001,0.472,0.08,0.417,0.545,0.16699999999999998,0.455,0.39,0.3,12.166666666666666
3131,18,2,0.511,0.191,0.298,0.0,0.021,0.489,0.375,0.556,0.28600000000000003,,0.0,0.174,12.5
3136,99,1,0.62,0.163,0.155,0.124,0.17800000000000002,0.38,0.388,0.619,0.3,0.313,0.304,0.327,12.970588235294118
3137,0,1,0.605,0.116,0.133,0.116,0.24,0.395,0.396,0.563,0.418,0.313,0.343,0.362,17.958333333333332
3138,1,1,0.679,0.153,0.083,0.107,0.336,0.321,0.378,0.52,0.407,0.28600000000000003,0.336,0.381,27.1875
3139,2,1,0.599,0.159,0.066,0.11,0.264,0.401,0.431,0.414,0.417,0.45,0.438,0.425,12.688524590163935
3142,97,2,0.627,0.355,0.053,0.079,0.14,0.373,0.493,0.5710000000000001,0.438,0.324,0.413,0.355,36.62903225806452
3143,98,2,0.685,0.341,0.055,0.131,0.158,0.315,0.477,0.643,0.224,0.281,0.371,0.317,35.32857142857143
3145,2,5,0.995,0.251,0.133,0.159,0.452,0.005,0.464,0.5770000000000001,0.345,0.394,0.46,0.0,18.34375
3146,3,5,0.892,0.202,0.17600000000000002,0.15,0.365,0.108,0.419,0.528,0.36,0.508,0.35100000000000003,0.353,24.195121951219512
3147,4,5,0.905,0.193,0.19,0.19,0.332,0.095,0.402,0.507,0.444,0.34700000000000003,0.349,0.306,15.557377049180328
3148,5,5,0.8690000000000001,0.258,0.114,0.201,0.297,0.131,0.451,0.55,0.371,0.3670000000000001,0.453,0.35200000000000004,20.211267605633804
3149,13,5,0.994,0.816,0.146,0.02,0.012,0.006,0.609,0.688,0.3,0.0,0.0,0.5,20.716666666666665
3150,14,5,0.997,0.8140000000000001,0.172,0.01,0.001,0.003,0.625,0.682,0.379,0.25,0.0,0.0,32.333333333333336
3151,15,5,0.998,0.682,0.292,0.019,0.003,0.002,0.515,0.6,0.345,0.111,0.0,0.0,30.51219512195122
3152,16,5,0.994,0.5920000000000001,0.358,0.042,0.004,0.006,0.522,0.611,0.409,0.227,0.25,0.333,32.91358024691358
3153,17,5,0.992,0.494,0.42,0.07,0.004,0.008,0.532,0.684,0.381,0.406,0.0,0.28600000000000003,29.74074074074074
3154,18,5,0.988,0.659,0.271,0.056,0.002,0.012,0.536,0.649,0.314,0.28600000000000003,0.0,0.0,33.65384615384615
3155,19,5,0.964,0.624,0.299,0.034,0.006999999999999999,0.036000000000000004,0.5479999999999999,0.6459999999999999,0.384,0.306,0.0,0.132,33.50632911392405
3156,20,5,0.955,0.589,0.334,0.027000000000000003,0.005,0.045,0.551,0.662,0.393,0.19,0.0,0.14300000000000002,32.96491228070175
3157,20,5,0.969,0.58,0.355,0.028,0.006,0.031,0.546,0.665,0.39,0.158,0.0,0.048,33.755102040816325
3158,20,5,0.867,0.648,0.2,0.019,0.0,0.133,0.593,0.647,0.429,0.5,,0.28600000000000003,28.125
3159,97,5,0.961,0.282,0.35,0.194,0.136,0.039,0.424,0.379,0.472,0.3,0.5710000000000001,0.75,14.76923076923077
3160,8,4,0.882,0.368,0.086,0.055,0.374,0.118,0.502,0.648,0.333,0.474,0.4,0.22,18.958904109589042
3161,9,3,0.74,0.312,0.077,0.07,0.281,0.26,0.507,0.584,0.318,0.6,0.45,0.392,16.985294117647058
3162,9,3,0.917,0.32299999999999995,0.094,0.063,0.438,0.083,0.477,0.452,0.444,0.833,0.452,0.375,21.35
3163,9,3,0.6509999999999999,0.307,0.069,0.07400000000000001,0.201,0.349,0.528,0.655,0.231,0.5,0.447,0.394,15.166666666666666
3164,10,3,0.465,0.271,0.065,0.033,0.096,0.535,0.461,0.511,0.281,0.375,0.468,0.458,24.28048780487805
3165,11,3,0.598,0.254,0.081,0.081,0.181,0.402,0.519,0.675,0.333,0.333,0.465,0.415,26.097560975609756
3166,12,2,0.675,0.243,0.084,0.11,0.238,0.325,0.535,0.705,0.407,0.366,0.484,0.383,31.076923076923077
3167,13,3,0.595,0.218,0.054000000000000006,0.07,0.253,0.405,0.52,0.664,0.417,0.362,0.462,0.391,27.468354430379748
3168,14,3,0.4970000000000001,0.098,0.065,0.065,0.268,0.503,0.518,0.659,0.379,0.517,0.5,0.36,23.364864864864863
3169,15,2,0.546,0.168,0.05,0.111,0.217,0.454,0.537,0.662,0.238,0.5529999999999999,0.5,0.385,23.84722222222222
3170,16,4,0.511,0.127,0.027000000000000003,0.057,0.298,0.489,0.534,0.758,0.385,0.464,0.469,0.42,25.901234567901234
3171,17,4,0.413,0.147,0.032,0.061,0.173,0.5870000000000001,0.5589999999999999,0.706,0.364,0.524,0.483,0.379,21.28125
3172,18,4,0.344,0.189,0.033,0.033,0.09,0.6559999999999999,0.452,0.609,0.25,0.25,0.273,0.363,14.291666666666666
3173,19,4,0.368,0.209,0.079,0.025,0.054000000000000006,0.632,0.545,0.62,0.368,0.5,0.5379999999999999,0.35100000000000003,20.677966101694917
3175,5,1,0.457,0.254,0.107,0.033,0.064,0.5429999999999999,0.35,0.379,0.34600000000000003,0.313,0.258,0.355,26.548780487804876
3176,6,1,0.483,0.264,0.065,0.035,0.119,0.517,0.442,0.486,0.429,0.316,0.391,0.36,29.12162162162162
3177,7,1,0.493,0.29,0.058,0.039,0.106,0.507,0.458,0.5429999999999999,0.464,0.263,0.294,0.359,24.435897435897434
3178,8,1,0.5489999999999999,0.302,0.067,0.064,0.116,0.451,0.418,0.471,0.391,0.273,0.375,0.348,22.575757575757574
3179,9,1,0.523,0.33,0.07200000000000001,0.029,0.091,0.477,0.449,0.48,0.3670000000000001,0.25,0.468,0.391,36.78481012658228
3180,10,1,0.428,0.224,0.062,0.024,0.118,0.5720000000000001,0.404,0.475,0.35700000000000004,0.364,0.302,0.349,30.925373134328357
3181,11,1,0.597,0.256,0.217,0.031,0.093,0.403,0.468,0.5760000000000001,0.429,0.25,0.333,0.25,15.176470588235293
3182,12,1,0.414,0.187,0.08900000000000001,0.02,0.118,0.586,0.417,0.526,0.222,0.5,0.375,0.42,19.46031746031746
3183,13,1,0.26,0.08900000000000001,0.065,0.016,0.08900000000000001,0.74,0.438,0.545,0.375,0.0,0.455,0.363,17.82608695652174
3184,16,3,0.5,0.0,0.1,0.0,0.4,0.5,0.0,,0.0,,0.0,0.4,24.0
3185,97,2,0.561,0.094,0.096,0.23,0.142,0.439,0.446,0.341,0.417,0.453,0.524,0.4320000000000001,37.0
3186,98,2,0.461,0.014,0.044,0.19,0.214,0.539,0.468,0.545,0.371,0.48,0.473,0.371,32.30555555555556
3187,99,2,0.369,0.009000000000000001,0.029,0.163,0.16899999999999998,0.631,0.426,1.0,0.6,0.368,0.424,0.403,29.36842105263158
3189,97,2,0.688,0.299,0.078,0.117,0.195,0.312,0.453,0.478,0.333,0.556,0.4,0.125,12.61111111111111
3192,98,4,0.992,0.389,0.35,0.188,0.065,0.008,0.5529999999999999,0.654,0.53,0.417,0.464,0.0,39.073170731707314
3193,99,4,0.992,0.311,0.364,0.22,0.096,0.008,0.498,0.654,0.455,0.349,0.494,0.14300000000000002,39.26
3194,0,4,0.991,0.258,0.369,0.24,0.125,0.009000000000000001,0.494,0.609,0.45,0.456,0.456,0.091,38.851351351351354
3195,1,4,0.981,0.25,0.341,0.262,0.127,0.019,0.504,0.7070000000000001,0.452,0.413,0.43,0.259,38.707317073170735
3196,2,4,0.993,0.311,0.337,0.256,0.08900000000000001,0.006999999999999999,0.511,0.7140000000000001,0.45,0.405,0.336,0.1,40.59756097560975
3197,3,4,0.984,0.295,0.369,0.225,0.096,0.016,0.517,0.6779999999999999,0.476,0.425,0.396,0.273,39.27160493827161
3198,4,4,0.99,0.333,0.317,0.215,0.125,0.01,0.505,0.7120000000000001,0.42,0.386,0.3720000000000001,0.16699999999999998,36.6231884057971
3199,5,4,0.991,0.28600000000000003,0.34600000000000003,0.203,0.155,0.009000000000000001,0.498,0.674,0.421,0.42,0.444,0.333,33.378787878787875
3200,6,4,0.996,0.321,0.362,0.17800000000000002,0.135,0.004,0.485,0.705,0.399,0.379,0.331,0.4,34.8
3201,7,5,0.992,0.395,0.34,0.161,0.095,0.008,0.55,0.7,0.478,0.434,0.38,0.111,34.075
3202,8,5,0.997,0.34,0.365,0.171,0.121,0.003,0.498,0.696,0.412,0.353,0.408,0.0,33.98717948717949
3203,9,5,0.998,0.313,0.333,0.182,0.17,0.002,0.505,0.637,0.463,0.418,0.436,0.0,33.653333333333336
3204,10,5,0.99,0.303,0.309,0.238,0.14,0.01,0.522,0.68,0.494,0.426,0.404,0.182,31.256410256410255
3205,11,5,0.995,0.254,0.34700000000000003,0.185,0.209,0.005,0.502,0.742,0.433,0.355,0.457,0.0,28.36842105263158
3206,12,5,0.995,0.261,0.278,0.173,0.282,0.005,0.495,0.691,0.353,0.457,0.478,0.0,28.17241379310345
3207,13,5,0.993,0.295,0.246,0.177,0.275,0.006999999999999999,0.504,0.701,0.417,0.405,0.433,0.28600000000000003,30.115942028985508
