,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
6683,16,5,0.988,0.324,0.322,0.189,0.152,0.012,0.515,0.637,0.477,0.452,0.415,0.14300000000000002,33.657534246575345
6684,17,5,0.67,0.229,0.298,0.108,0.037000000000000005,0.33,0.536,0.675,0.479,0.468,0.326,0.34600000000000003,29.626666666666665
6685,18,5,0.59,0.17800000000000002,0.251,0.13,0.032,0.41,0.5489999999999999,0.745,0.503,0.4270000000000001,0.32,0.345,23.445945945945947
6686,19,5,0.349,0.173,0.101,0.055,0.02,0.6509999999999999,0.613,0.765,0.456,0.535,0.313,0.365,28.666666666666668
6687,20,5,0.503,0.224,0.18,0.086,0.012,0.4970000000000001,0.557,0.695,0.4270000000000001,0.469,0.5710000000000001,0.29600000000000004,26.59016393442623
6689,10,5,1.0,0.591,0.271,0.113,0.024,0.0,0.588,0.6920000000000001,0.481,0.303,0.5710000000000001,,19.333333333333332
6690,11,5,1.0,0.412,0.336,0.162,0.09,0.0,0.501,0.68,0.325,0.448,0.438,,14.791044776119403
6691,12,5,1.0,0.413,0.349,0.138,0.1,0.0,0.461,0.631,0.383,0.21600000000000005,0.37,,13.984375
6692,13,5,1.0,0.477,0.314,0.15,0.058,0.0,0.534,0.691,0.3720000000000001,0.37,0.5479999999999999,,26.048780487804876
6693,14,5,0.998,0.573,0.264,0.101,0.061,0.002,0.552,0.664,0.406,0.385,0.41,0.0,31.74390243902439
6694,15,5,0.998,0.542,0.28600000000000003,0.098,0.071,0.002,0.537,0.65,0.408,0.395,0.387,0.0,27.76271186440678
6695,16,5,0.998,0.456,0.394,0.1,0.048,0.002,0.54,0.619,0.529,0.333,0.313,0.0,27.0609756097561
6696,17,5,0.997,0.312,0.324,0.094,0.267,0.003,0.494,0.5660000000000001,0.474,0.452,0.449,0.0,28.037037037037038
6697,18,5,0.978,0.315,0.392,0.085,0.18600000000000005,0.022,0.536,0.7290000000000001,0.498,0.364,0.3670000000000001,0.28600000000000003,26.40625
6698,19,5,0.942,0.37,0.469,0.05,0.052000000000000005,0.058,0.589,0.7120000000000001,0.5379999999999999,0.519,0.25,0.226,21.7027027027027
6699,20,5,0.648,0.264,0.341,0.037000000000000005,0.006999999999999999,0.35200000000000004,0.588,0.6809999999999999,0.495,0.7,1.0,0.344,14.366666666666667
6700,9,5,0.972,0.528,0.16399999999999998,0.103,0.177,0.028,0.469,0.551,0.416,0.282,0.385,0.105,25.28395061728395
6701,10,4,0.836,0.4270000000000001,0.17600000000000002,0.105,0.127,0.16399999999999998,0.474,0.565,0.386,0.338,0.402,0.33,28.566666666666666
6702,11,4,0.794,0.35200000000000004,0.259,0.078,0.105,0.206,0.483,0.615,0.398,0.313,0.38,0.417,35.76712328767123
6703,12,4,0.7340000000000001,0.335,0.159,0.08199999999999999,0.158,0.266,0.475,0.6,0.393,0.287,0.389,0.3720000000000001,39.0
6704,13,4,0.691,0.322,0.191,0.06,0.117,0.309,0.413,0.49,0.281,0.556,0.343,0.217,34.333333333333336
6705,14,4,0.645,0.253,0.16699999999999998,0.091,0.134,0.355,0.502,0.669,0.412,0.354,0.4,0.376,36.324675324675326
6706,15,4,0.588,0.213,0.181,0.08,0.114,0.412,0.48,0.611,0.366,0.408,0.468,0.3670000000000001,33.76
6707,16,4,0.551,0.173,0.19,0.084,0.104,0.449,0.467,0.55,0.452,0.341,0.451,0.36,31.48051948051948
6708,17,4,0.551,0.212,0.156,0.098,0.084,0.449,0.471,0.56,0.415,0.435,0.397,0.373,31.416666666666668
6709,18,5,0.547,0.243,0.122,0.095,0.08900000000000001,0.453,0.494,0.6609999999999999,0.315,0.391,0.385,0.415,27.983050847457626
6710,19,4,0.481,0.212,0.12,0.078,0.071,0.519,0.412,0.517,0.412,0.273,0.25,0.361,27.181818181818183
6711,20,4,0.464,0.133,0.116,0.111,0.103,0.536,0.537,0.66,0.393,0.605,0.467,0.374,31.785714285714285
6712,7,1,0.789,0.5,0.053,0.053,0.184,0.211,0.3670000000000001,0.474,0.0,0.5,0.14300000000000002,0.375,17.5
6713,8,1,0.764,0.412,0.101,0.073,0.177,0.236,0.487,0.52,0.45,0.442,0.448,0.257,25.475609756097562
6714,9,1,0.774,0.424,0.099,0.081,0.171,0.226,0.488,0.5379999999999999,0.349,0.4,0.486,0.255,21.805194805194805
6715,9,1,0.746,0.412,0.08800000000000001,0.092,0.154,0.254,0.468,0.491,0.375,0.4,0.5,0.246,21.857142857142858
6716,9,1,0.821,0.444,0.117,0.062,0.198,0.179,0.519,0.611,0.316,0.4,0.469,0.276,21.714285714285715
6717,10,1,0.7070000000000001,0.397,0.119,0.067,0.125,0.293,0.448,0.516,0.382,0.387,0.328,0.272,24.279411764705884
6718,11,1,0.5760000000000001,0.225,0.14300000000000002,0.057,0.151,0.424,0.464,0.665,0.405,0.261,0.295,0.376,34.17333333333333
6719,12,1,0.589,0.251,0.14,0.064,0.133,0.411,0.434,0.597,0.264,0.303,0.368,0.374,32.12765957446808
6720,13,1,0.552,0.238,0.119,0.063,0.133,0.448,0.433,0.568,0.378,0.359,0.277,0.362,29.705882352941178
6721,14,1,0.537,0.188,0.162,0.062,0.126,0.463,0.46,0.611,0.417,0.328,0.353,0.38,36.22784810126582
6722,15,1,0.625,0.199,0.14,0.096,0.19,0.375,0.457,0.63,0.404,0.32,0.384,0.338,34.48571428571429
6723,16,1,0.5429999999999999,0.21600000000000005,0.141,0.07,0.117,0.457,0.461,0.602,0.355,0.35700000000000004,0.386,0.388,37.02597402597402
6724,17,1,0.49,0.194,0.16699999999999998,0.059,0.071,0.51,0.518,0.68,0.399,0.463,0.4,0.412,37.4
6725,18,1,0.369,0.175,0.085,0.055,0.054000000000000006,0.631,0.474,0.655,0.275,0.327,0.353,0.399,32.17948717948718
6726,19,1,0.387,0.187,0.06,0.062,0.078,0.613,0.514,0.645,0.409,0.435,0.345,0.34700000000000003,34.04615384615385
6727,20,1,0.417,0.211,0.092,0.045,0.07,0.583,0.505,0.647,0.324,0.424,0.365,0.354,36.55769230769231
6731,99,1,0.754,0.385,0.077,0.046,0.246,0.246,0.429,0.56,0.2,0.0,0.375,0.438,12.533333333333333
6732,0,1,0.795,0.41,0.077,0.077,0.231,0.205,0.484,0.5,0.0,0.333,0.667,0.5,18.25
6733,1,1,0.7090000000000001,0.222,0.068,0.12,0.299,0.29100000000000004,0.47,0.5770000000000001,0.625,0.5710000000000001,0.314,0.324,12.31578947368421
6734,2,1,0.7290000000000001,0.163,0.121,0.171,0.273,0.271,0.42,0.5760000000000001,0.254,0.393,0.415,0.447,20.535211267605632
6735,3,1,0.693,0.119,0.07,0.17600000000000002,0.328,0.307,0.474,0.588,0.375,0.455,0.463,0.341,26.48
6736,4,1,0.7070000000000001,0.134,0.094,0.139,0.34,0.293,0.453,0.51,0.418,0.444,0.444,0.383,30.68421052631579
6737,5,1,0.763,0.232,0.113,0.138,0.28,0.237,0.481,0.52,0.4320000000000001,0.422,0.4970000000000001,0.355,28.67142857142857
6738,5,1,0.631,0.197,0.115,0.107,0.213,0.369,0.429,0.458,0.5,0.385,0.385,0.333,22.80952380952381
6739,5,1,0.7929999999999999,0.241,0.113,0.145,0.295,0.207,0.491,0.531,0.417,0.429,0.516,0.364,31.183673469387756
6740,6,1,0.696,0.215,0.086,0.117,0.278,0.304,0.46,0.422,0.361,0.429,0.534,0.457,24.19607843137255
6741,7,1,0.693,0.177,0.048,0.12,0.34700000000000003,0.307,0.446,0.5379999999999999,0.36,0.4920000000000001,0.396,0.348,26.571428571428573
6742,8,1,0.66,0.146,0.079,0.103,0.332,0.34,0.443,0.514,0.45,0.385,0.429,0.453,14.72
6743,8,1,0.648,0.14300000000000002,0.061,0.102,0.342,0.35200000000000004,0.441,0.5,0.417,0.4,0.433,0.435,17.09090909090909
6746,9,1,0.622,0.101,0.101,0.134,0.28600000000000003,0.378,0.446,0.25,0.333,0.375,0.588,0.467,13.066666666666666
6750,16,4,0.706,0.236,0.181,0.126,0.165,0.294,0.461,0.573,0.392,0.418,0.403,0.383,17.275
6751,17,4,0.535,0.182,0.18,0.08,0.093,0.465,0.4,0.5379999999999999,0.329,0.28600000000000003,0.366,0.319,16.309859154929576
6752,18,4,0.604,0.3,0.185,0.078,0.04,0.396,0.563,0.6970000000000001,0.392,0.535,0.409,0.381,19.054794520547944
6753,19,4,0.596,0.263,0.202,0.08900000000000001,0.042,0.404,0.529,0.731,0.35,0.341,0.524,0.255,17.5
6754,20,4,0.51,0.265,0.108,0.07,0.067,0.49,0.503,0.637,0.27,0.542,0.304,0.387,20.174603174603174
6755,97,3,0.893,0.45,0.08199999999999999,0.151,0.21,0.107,0.496,0.588,0.667,0.318,0.361,0.258,25.829268292682926
6756,98,3,0.942,0.388,0.159,0.182,0.213,0.058,0.4920000000000001,0.59,0.366,0.404,0.482,0.3,18.20731707317073
6757,99,3,0.934,0.304,0.212,0.198,0.221,0.066,0.423,0.642,0.311,0.304,0.338,0.391,30.58139534883721
6758,0,3,0.944,0.35700000000000004,0.213,0.189,0.185,0.056,0.464,0.6779999999999999,0.292,0.262,0.454,0.417,32.21333333333333
6759,1,3,0.907,0.354,0.196,0.188,0.16899999999999998,0.093,0.463,0.6829999999999999,0.24,0.353,0.385,0.263,32.30487804878049
6760,2,3,0.97,0.444,0.096,0.141,0.28800000000000003,0.03,0.375,0.489,0.421,0.35700000000000004,0.193,0.16699999999999998,19.844444444444445
6761,3,2,0.78,0.404,0.086,0.114,0.175,0.22,0.425,0.503,0.29,0.293,0.397,0.354,18.48148148148148
6762,4,3,0.629,0.277,0.08800000000000001,0.069,0.195,0.371,0.449,0.519,0.333,0.423,0.411,0.309,21.807692307692307
6763,5,3,0.804,0.27,0.085,0.079,0.37,0.196,0.375,0.451,0.313,0.333,0.343,0.297,21.204545454545453
6766,2,5,1.0,0.6409999999999999,0.295,0.056,0.009000000000000001,0.0,0.531,0.624,0.38,0.34600000000000003,0.0,,24.225806451612904
6767,3,5,1.0,0.6809999999999999,0.252,0.063,0.004,0.0,0.517,0.599,0.4,0.133,0.0,,19.333333333333332
6768,97,3,0.8959999999999999,0.301,0.14800000000000002,0.271,0.175,0.104,0.462,0.518,0.5,0.404,0.422,0.316,19.81081081081081
6770,99,4,0.792,0.17,0.233,0.226,0.16399999999999998,0.208,0.429,0.481,0.514,0.25,0.5,0.273,21.470588235294116
6776,97,3,0.458,0.263,0.05,0.073,0.073,0.542,0.483,0.594,0.462,0.211,0.368,0.331,17.384615384615383
6777,98,3,0.519,0.157,0.073,0.095,0.193,0.481,0.386,0.614,0.317,0.245,0.29600000000000004,0.409,24.80701754385965
6778,99,3,0.43,0.117,0.065,0.08900000000000001,0.159,0.57,0.485,0.622,0.28,0.441,0.4920000000000001,0.397,24.613636363636363
6779,99,3,0.491,0.094,0.085,0.113,0.198,0.509,0.423,0.5,0.222,0.417,0.476,0.389,30.36842105263158
6780,99,3,0.355,0.145,0.041,0.058,0.11,0.645,0.59,0.72,0.429,0.5,0.526,0.405,20.24
6781,0,3,0.475,0.139,0.057,0.07400000000000001,0.205,0.525,0.276,0.353,0.28600000000000003,0.222,0.24,0.328,14.478260869565217
6782,2,3,0.429,0.102,0.041,0.02,0.265,0.5710000000000001,0.333,0.8,0.5,0.0,0.154,0.25,13.25
6783,12,1,0.809,0.309,0.132,0.114,0.255,0.191,0.4270000000000001,0.618,0.379,0.4,0.232,0.28600000000000003,12.171875
6784,13,1,0.611,0.159,0.111,0.087,0.254,0.389,0.519,0.55,0.429,0.636,0.5,0.3670000000000001,13.419354838709678
6785,13,1,0.675,0.15,0.1,0.1,0.325,0.325,0.444,0.5,0.5,0.5,0.385,0.308,20.142857142857142
6787,13,1,0.583,0.16699999999999998,0.119,0.083,0.214,0.417,0.551,0.5710000000000001,0.4,0.7140000000000001,0.556,0.4,13.4
6788,14,1,0.633,0.25,0.16,0.078,0.146,0.3670000000000001,0.464,0.5760000000000001,0.35,0.487,0.384,0.337,20.410958904109588
6789,15,1,0.565,0.199,0.13699999999999998,0.092,0.13699999999999998,0.435,0.467,0.569,0.375,0.444,0.425,0.315,15.145454545454545
6790,16,1,0.6990000000000001,0.217,0.28,0.092,0.113,0.301,0.493,0.6890000000000001,0.44,0.395,0.319,0.312,20.346153846153847
6792,16,1,0.6940000000000001,0.209,0.3,0.084,0.103,0.306,0.482,0.672,0.4270000000000001,0.37,0.333,0.35700000000000004,31.392857142857142
6793,17,1,0.685,0.239,0.184,0.165,0.1,0.315,0.51,0.637,0.443,0.444,0.421,0.308,21.90909090909091
6794,18,1,0.664,0.229,0.225,0.118,0.092,0.336,0.473,0.705,0.355,0.327,0.368,0.345,19.782608695652176
6795,19,1,0.677,0.268,0.196,0.119,0.094,0.32299999999999995,0.429,0.611,0.342,0.313,0.237,0.354,21.859649122807017
6796,19,1,0.6709999999999999,0.272,0.193,0.113,0.093,0.329,0.441,0.613,0.34700000000000003,0.341,0.25,0.359,22.71698113207547
6803,98,2,0.5589999999999999,0.059,0.059,0.059,0.382,0.441,0.368,0.5,0.5,0.0,0.385,0.4,12.789473684210526
6806,3,4,1.0,0.5770000000000001,0.27,0.086,0.067,0.0,0.423,0.511,0.341,0.28600000000000003,0.182,,14.462962962962964
6807,4,5,0.971,0.647,0.23,0.059,0.034,0.029,0.51,0.636,0.277,0.16699999999999998,0.28600000000000003,0.0,17.305555555555557
6808,5,5,1.0,0.742,0.182,0.076,0.0,0.0,0.515,0.531,0.583,0.2,,,14.658536585365853
6813,18,1,0.522,0.022,0.13,0.13,0.239,0.478,0.292,0.0,0.333,0.16699999999999998,0.364,0.364,12.0
6815,0,3,0.977,0.414,0.194,0.16399999999999998,0.205,0.023,0.485,0.619,0.462,0.416,0.292,0.182,17.792207792207794
6816,1,3,0.885,0.388,0.17,0.14,0.187,0.115,0.483,0.677,0.337,0.265,0.374,0.304,19.695652173913043
6817,2,2,0.738,0.338,0.104,0.068,0.228,0.262,0.483,0.603,0.273,0.389,0.43,0.331,25.634920634920636
6818,3,2,0.7709999999999999,0.336,0.078,0.057,0.3,0.229,0.471,0.6459999999999999,0.28300000000000003,0.25,0.366,0.35,31.34375
6819,4,3,0.772,0.354,0.078,0.073,0.267,0.228,0.482,0.655,0.29100000000000004,0.405,0.33,0.329,36.0
6820,5,2,0.83,0.281,0.077,0.095,0.376,0.17,0.457,0.5670000000000001,0.355,0.447,0.399,0.304,36.90909090909091
6821,6,3,0.8109999999999999,0.269,0.075,0.107,0.36,0.189,0.47,0.624,0.35700000000000004,0.4,0.4,0.338,29.46875
6822,7,3,0.92,0.337,0.087,0.08900000000000001,0.407,0.08,0.476,0.625,0.3,0.306,0.429,0.2,30.546666666666667
6823,8,3,0.797,0.316,0.106,0.085,0.29,0.203,0.477,0.6709999999999999,0.321,0.329,0.366,0.384,35.74285714285714
6824,9,4,0.85,0.331,0.151,0.107,0.26,0.15,0.4970000000000001,0.662,0.344,0.426,0.406,0.253,31.137254901960784
6825,10,4,0.944,0.409,0.113,0.091,0.331,0.056,0.531,0.685,0.33,0.383,0.451,0.26,29.728571428571428
6826,11,3,0.86,0.267,0.093,0.091,0.41,0.14,0.468,0.611,0.404,0.294,0.428,0.359,20.91044776119403
6827,12,3,0.823,0.298,0.099,0.051,0.375,0.177,0.375,0.568,0.243,0.368,0.257,0.364,27.53125
6828,13,3,0.7240000000000001,0.158,0.184,0.066,0.316,0.276,0.4,0.583,0.429,0.0,0.375,0.238,14.277777777777779
6829,1,5,0.993,0.513,0.247,0.103,0.129,0.006999999999999999,0.454,0.626,0.254,0.25,0.314,0.0,14.797297297297296
6830,2,5,0.998,0.691,0.22,0.051,0.034,0.002,0.552,0.64,0.363,0.28600000000000003,0.35700000000000004,0.0,18.890243902439025
6831,3,5,0.995,0.515,0.331,0.118,0.031,0.005,0.483,0.618,0.3670000000000001,0.293,0.2,0.0,29.79268292682927
6832,4,5,0.999,0.488,0.365,0.08199999999999999,0.064,0.001,0.474,0.605,0.363,0.273,0.365,0.0,33.86585365853659
6833,5,5,1.0,0.441,0.37,0.119,0.07,0.0,0.4320000000000001,0.59,0.35700000000000004,0.222,0.188,,30.565217391304348
6834,6,5,1.0,0.48,0.421,0.062,0.037000000000000005,0.0,0.467,0.6,0.375,0.132,0.348,,30.0609756097561
6835,7,5,1.0,0.552,0.3670000000000001,0.056,0.025,0.0,0.504,0.615,0.3720000000000001,0.455,0.1,,21.02469135802469
6839,9,5,1.0,0.626,0.328,0.038,0.008,0.0,0.496,0.6709999999999999,0.233,0.0,0.0,,12.89090909090909
6846,12,5,0.996,0.5920000000000001,0.218,0.071,0.113,0.004,0.5489999999999999,0.667,0.34600000000000003,0.471,0.37,0.0,18.672131147540984
6847,13,5,0.994,0.413,0.213,0.07,0.298,0.006,0.456,0.647,0.329,0.217,0.337,0.0,16.525
6848,14,5,0.995,0.6559999999999999,0.153,0.069,0.116,0.005,0.484,0.5479999999999999,0.414,0.385,0.273,0.0,16.207792207792206
6849,15,5,1.0,0.58,0.302,0.038,0.075,0.0,0.552,0.691,0.391,0.375,0.188,,18.78688524590164
6850,16,5,1.0,0.627,0.248,0.04,0.085,0.0,0.589,0.69,0.486,0.222,0.316,,25.577464788732396
6851,17,5,1.0,0.631,0.324,0.027000000000000003,0.009000000000000001,0.0,0.586,0.657,0.5,0.333,0.0,,17.903225806451612
6852,18,5,0.992,0.621,0.31,0.044,0.012,0.008,0.561,0.669,0.403,0.364,0.0,0.0,14.87012987012987
6853,19,5,0.846,0.471,0.34600000000000003,0.029,0.0,0.154,0.5,0.612,0.389,0.0,,0.188,14.647058823529411
6854,20,5,0.8759999999999999,0.481,0.35200000000000004,0.029,0.014,0.124,0.5379999999999999,0.6829999999999999,0.35100000000000003,0.333,0.667,0.192,21.263157894736842
6858,97,3,0.421,0.262,0.066,0.04,0.052000000000000005,0.579,0.5,0.604,0.261,0.14300000000000002,0.556,0.338,35.111111111111114
6859,98,2,0.328,0.223,0.036000000000000004,0.023,0.046,0.672,0.507,0.612,0.438,0.4,0.1,0.376,26.77777777777778
6860,99,2,0.319,0.191,0.034,0.037000000000000005,0.057,0.6809999999999999,0.526,0.632,0.3,0.455,0.353,0.335,33.833333333333336
6861,0,2,0.28,0.154,0.055,0.021,0.05,0.72,0.508,0.738,0.217,0.222,0.238,0.362,33.44927536231884
6862,1,2,0.301,0.135,0.05,0.019,0.097,0.6990000000000001,0.385,0.429,0.385,0.2,0.36,0.315,24.641509433962263
6863,2,2,0.187,0.059,0.028,0.031,0.069,0.813,0.37,0.471,0.5,0.222,0.3,0.336,18.153846153846153
6864,7,4,1.0,0.5,0.0,0.1,0.4,0.0,0.2,0.2,,1.0,0.0,,27.0
6866,18,5,0.6709999999999999,0.285,0.13,0.104,0.152,0.329,0.467,0.544,0.317,0.364,0.521,0.298,16.72972972972973
6867,19,5,0.429,0.257,0.112,0.026,0.034,0.5710000000000001,0.522,0.623,0.4,0.429,0.222,0.32,15.1875
6869,19,4,0.44,0.224,0.134,0.037000000000000005,0.045,0.56,0.458,0.6,0.389,0.2,0.16699999999999998,0.307,19.413793103448278
6870,20,5,0.6679999999999999,0.332,0.223,0.057,0.057,0.332,0.55,0.7340000000000001,0.349,0.455,0.364,0.344,12.933333333333334
6871,97,4,0.992,0.409,0.08199999999999999,0.238,0.262,0.008,0.555,0.6729999999999999,0.481,0.396,0.536,0.0,36.5609756097561
6872,98,4,0.996,0.354,0.093,0.211,0.338,0.004,0.531,0.639,0.423,0.4,0.528,0.333,37.407407407407405
6873,99,4,0.999,0.34600000000000003,0.108,0.194,0.35,0.001,0.494,0.649,0.407,0.355,0.444,0.0,37.38775510204081
6874,0,4,0.995,0.312,0.112,0.268,0.302,0.005,0.511,0.674,0.446,0.407,0.46,0.25,35.9390243902439
6875,1,4,0.996,0.326,0.114,0.209,0.34700000000000003,0.004,0.499,0.674,0.373,0.413,0.426,0.4,35.74074074074074
6876,2,4,0.982,0.272,0.106,0.214,0.391,0.018000000000000002,0.456,0.6,0.419,0.385,0.404,0.36,38.0
6877,3,4,0.989,0.249,0.117,0.196,0.4270000000000001,0.011,0.464,0.664,0.411,0.365,0.408,0.214,36.24691358024691
6878,4,4,0.998,0.32,0.083,0.218,0.378,0.003,0.484,0.688,0.424,0.414,0.364,0.0,32.69047619047619
6879,97,1,0.38,0.19,0.034,0.052000000000000005,0.104,0.62,0.5,0.564,0.381,0.438,0.453,0.404,29.097560975609756
6880,98,1,0.41,0.188,0.031,0.044,0.147,0.59,0.471,0.6,0.222,0.308,0.407,0.364,28.423076923076923
6881,99,1,0.464,0.107,0.036000000000000004,0.036000000000000004,0.28600000000000003,0.536,0.308,0.333,1.0,0.0,0.25,0.067,12.4
6882,0,1,0.453,0.154,0.019,0.053,0.226,0.547,0.361,0.429,0.16699999999999998,0.412,0.319,0.35600000000000004,23.03921568627451
6883,1,1,0.5920000000000001,0.092,0.026,0.115,0.359,0.408,0.461,0.5,0.333,0.425,0.472,0.359,25.509090909090908
6886,97,4,0.955,0.429,0.249,0.205,0.07200000000000001,0.045,0.552,0.669,0.54,0.374,0.404,0.194,27.714285714285715
6887,98,4,0.991,0.316,0.238,0.251,0.185,0.009000000000000001,0.521,0.665,0.483,0.405,0.479,0.0,25.62857142857143
6888,99,4,0.977,0.259,0.236,0.215,0.267,0.023,0.493,0.61,0.505,0.41,0.4370000000000001,0.111,23.68
6889,0,4,0.988,0.245,0.195,0.339,0.209,0.012,0.442,0.6509999999999999,0.409,0.374,0.338,0.25,16.90277777777778
6890,1,4,0.944,0.256,0.228,0.184,0.276,0.056,0.508,0.688,0.544,0.38,0.399,0.25,15.914634146341463
6891,2,4,0.953,0.295,0.161,0.107,0.389,0.047,0.493,0.705,0.458,0.375,0.379,0.14300000000000002,13.463414634146341
6896,15,2,0.5,0.273,0.136,0.045,0.045,0.5,0.455,0.333,0.667,0.5,0.5,0.182,13.0
6898,97,1,0.669,0.385,0.068,0.093,0.124,0.331,0.434,0.481,0.271,0.333,0.454,0.354,34.6865671641791
6899,98,1,0.754,0.401,0.111,0.086,0.156,0.246,0.448,0.506,0.336,0.421,0.394,0.313,37.951219512195124
6900,99,1,0.777,0.317,0.106,0.087,0.266,0.223,0.455,0.5539999999999999,0.277,0.377,0.434,0.335,38.673469387755105
6901,99,1,0.872,0.316,0.138,0.076,0.342,0.128,0.438,0.5,0.262,0.522,0.433,0.205,36.72222222222222
6902,99,1,0.727,0.318,0.09,0.093,0.226,0.273,0.466,0.5820000000000001,0.28800000000000003,0.315,0.435,0.3670000000000001,39.806451612903224
6903,0,1,0.823,0.34,0.107,0.106,0.27,0.177,0.464,0.5379999999999999,0.433,0.35,0.428,0.28300000000000003,38.932432432432435
6904,1,1,0.738,0.335,0.121,0.096,0.18600000000000005,0.262,0.481,0.5770000000000001,0.442,0.328,0.412,0.328,38.16417910447761
6905,2,1,0.8240000000000001,0.391,0.11,0.1,0.223,0.17600000000000002,0.476,0.562,0.3720000000000001,0.426,0.397,0.28600000000000003,38.86585365853659
6906,3,1,0.807,0.354,0.124,0.108,0.22,0.193,0.472,0.55,0.447,0.345,0.421,0.301,40.0
6907,4,1,0.802,0.305,0.081,0.093,0.32299999999999995,0.198,0.46,0.56,0.446,0.411,0.382,0.318,40.17283950617284
6908,4,1,0.805,0.297,0.071,0.097,0.34,0.195,0.461,0.5670000000000001,0.419,0.373,0.403,0.314,41.61764705882353
6909,4,1,0.8,0.312,0.08800000000000001,0.09,0.31,0.2,0.458,0.556,0.464,0.443,0.364,0.321,39.12765957446808
6910,5,1,0.752,0.363,0.108,0.061,0.219,0.248,0.4970000000000001,0.562,0.44,0.488,0.422,0.354,40.01219512195122
6911,6,1,0.866,0.415,0.115,0.063,0.273,0.134,0.472,0.505,0.416,0.388,0.464,0.317,36.55
6912,7,1,0.638,0.35700000000000004,0.077,0.061,0.14300000000000002,0.362,0.448,0.5529999999999999,0.35600000000000004,0.19,0.34600000000000003,0.35700000000000004,37.13513513513514
6913,8,1,0.721,0.35100000000000003,0.117,0.075,0.177,0.279,0.435,0.505,0.516,0.3,0.298,0.378,33.541666666666664
6914,9,1,0.775,0.225,0.108,0.07200000000000001,0.369,0.225,0.3720000000000001,0.52,0.25,0.125,0.366,0.24,18.0
6915,0,3,0.953,0.35200000000000004,0.168,0.225,0.208,0.047,0.486,0.687,0.38,0.33,0.398,0.182,24.705882352941178
6916,1,3,0.929,0.27,0.22,0.237,0.203,0.071,0.4970000000000001,0.674,0.424,0.407,0.447,0.256,36.164556962025316
6917,2,3,0.913,0.225,0.149,0.282,0.256,0.087,0.476,0.662,0.409,0.409,0.426,0.393,38.382716049382715
6918,3,3,0.752,0.207,0.139,0.205,0.2,0.248,0.473,0.6509999999999999,0.397,0.405,0.41,0.387,41.641975308641975
6919,4,3,0.802,0.28600000000000003,0.142,0.219,0.155,0.198,0.465,0.627,0.524,0.34,0.28800000000000003,0.34,40.721518987341774
6920,5,4,0.735,0.344,0.126,0.16399999999999998,0.1,0.265,0.526,0.667,0.417,0.434,0.333,0.334,38.839506172839506
6921,6,4,0.7879999999999999,0.384,0.151,0.155,0.097,0.212,0.5770000000000001,0.752,0.4320000000000001,0.443,0.32299999999999995,0.331,40.28395061728395
6922,7,3,0.765,0.415,0.156,0.125,0.068,0.235,0.5870000000000001,0.726,0.473,0.448,0.26,0.317,37.625
6923,8,4,0.748,0.47,0.133,0.098,0.047,0.252,0.5670000000000001,0.67,0.4,0.364,0.4320000000000001,0.333,36.74603174603175
6924,8,4,0.711,0.479,0.102,0.081,0.048,0.289,0.599,0.6859999999999999,0.424,0.362,0.5,0.34700000000000003,36.4468085106383
6925,8,4,0.852,0.445,0.22,0.14400000000000002,0.043,0.14800000000000002,0.494,0.624,0.37,0.3670000000000001,0.222,0.258,37.625
6926,9,3,0.933,0.407,0.313,0.165,0.047,0.067,0.506,0.66,0.401,0.392,0.27,0.189,35.79710144927536
6927,9,3,0.91,0.406,0.305,0.155,0.045,0.09,0.51,0.6409999999999999,0.412,0.42,0.3,0.2,36.095238095238095
6928,9,3,0.962,0.409,0.325,0.17800000000000002,0.05,0.038,0.502,0.6859999999999999,0.387,0.361,0.235,0.154,35.333333333333336
6929,10,3,0.976,0.482,0.333,0.13,0.031,0.024,0.516,0.616,0.429,0.406,0.375,0.158,31.8
6930,11,3,0.96,0.361,0.428,0.119,0.053,0.04,0.536,0.731,0.448,0.32299999999999995,0.386,0.152,28.1625
6931,12,3,0.895,0.3,0.393,0.16899999999999998,0.033,0.105,0.464,0.66,0.362,0.404,0.19,0.294,30.46031746031746
6932,13,4,0.894,0.35700000000000004,0.375,0.138,0.025,0.106,0.5379999999999999,0.703,0.429,0.421,0.471,0.315,30.0
6933,14,3,0.7709999999999999,0.322,0.294,0.136,0.02,0.229,0.518,0.6890000000000001,0.399,0.417,0.214,0.358,31.69736842105263
6934,15,3,0.828,0.397,0.322,0.094,0.015,0.172,0.484,0.623,0.384,0.32,0.0,0.261,19.31578947368421
6935,18,4,0.535,0.244,0.118,0.08,0.093,0.465,0.4970000000000001,0.6759999999999999,0.343,0.348,0.35,0.362,29.705882352941178
6936,19,4,0.5820000000000001,0.224,0.18,0.101,0.078,0.418,0.479,0.624,0.434,0.325,0.371,0.361,32.34615384615385
6937,20,4,0.464,0.274,0.149,0.027000000000000003,0.014,0.536,0.518,0.648,0.341,0.313,0.25,0.344,29.84
6941,2,5,1.0,0.386,0.114,0.136,0.364,0.0,0.4320000000000001,0.647,0.4,0.333,0.25,,15.19047619047619
6947,9,5,0.939,0.509,0.036000000000000004,0.024,0.37,0.061,0.503,0.69,0.16699999999999998,0.0,0.311,0.2,13.966666666666667
